,Game,url,ProductID,System,xCloud,Status,Removed,Release,Metacritic,Genre_x,Series_X_S,ESRB_x,ESRB_Content_Descriptors,Community_Notes,asset_count,developer,has_gamepass_remediation,is_xpa,prices,publisher,release_date,rating_30_days.AggregateTimeSpan,rating_30_days_avg,rating_30_days.PlayCount,rating_30_days.PurchaseCount,rating_30_days_count,rating_30_days.RentalCount,rating_30_days.TrialCount,rating_7_days.AggregateTimeSpan,rating_7_days_avg,rating_7_days.PlayCount,rating_7_days.PurchaseCount,rating_7_days_count,rating_7_days.RentalCount,rating_7_days.TrialCount,rating_alltime.AggregateTimeSpan,rating_alltime_avg,rating_alltime.PlayCount,rating_alltime.PurchaseCount,rating_alltime_count,rating_alltime.RentalCount,rating_alltime.TrialCount,current_price,days_since_release,days_since_gp_add,momentum,discovery_capture,quality_retention,rating_trend_7d_vs_alltime,is_day_one_gp,Genre,genre_median_momentum,lift_vs_genre_momentum,conditioned_median_momentum,lift_vs_rating_momentum,zscore_momentum,genre_median_discovery_capture,lift_vs_genre_discovery_capture,conditioned_median_discovery_capture,lift_vs_rating_discovery_capture,zscore_discovery_capture,genre_median_quality_retention,lift_vs_genre_quality_retention,conditioned_median_quality_retention,lift_vs_rating_quality_retention,zscore_quality_retention,party_type
43,Hades,https://www.xbox.com/en-us/games/store/Hades/9P8DL6W0JBB8,9P8DL6W0JBB8,Xbox / PC,Touch Controls,Active,,Dec 2018,94,Action / RPG,Optimized,T,"Blood, Suggestive Themes, Alcohol Reference, Mild Language, Violence",,26,supergiant games,True,,,supergiant games,2021-08-13T04:00:00.0000000Z,30Days,4.5,0.0,0,96,0,0,7Days,4.6,0.0,0,28,0,0,AllTime,4.6,0.0,0,12512,0,0,24.99,2611,145,29.17,0.22,-0.1,0.0,False,Action / RPG,0.0,29.17,0.0,,,0.0,0.22,0.0,,,0.1,-0.2,0.3,,,3rd Party
44,Wobbly Life,https://www.xbox.com/en-us/games/store/Wobbly-Life/9NS86BQ33SPX,9NS86BQ33SPX,Xbox / PC,Yes,Active,,Aug 2025,80,Action-Adventure,Exclusive,E,"MilFanVio, CruHum",,40,rubberbandgames,True,,,rubberbandgames,2021-07-16T00:00:00.0000000Z,30Days,4.5,0.0,0,172,0,0,7Days,4.5,0.0,0,47,0,0,AllTime,4.3,0.0,0,5973,0,0,24.99,176,145,27.33,0.79,0.2,0.2,False,Action-Adventure,18.575,8.754999999999999,27.33,,,0.055,0.735,0.35,,,0.0,0.2,0.3,,,3rd Party
45,Herdling,https://www.xbox.com/en-us/games/store/herdling/9NNHK7K8RV9C,9NNHK7K8RV9C,Xbox / PC,Yes,Active,,Aug 2025,77,Action-Adventure,Exclusive,T,"Vio, Blo",,23,okomotive,True,,,panic,2025-08-21T13:00:00.0000000Z,30Days,4.6,0.0,0,48,0,0,7Days,4.7,0.0,0,13,0,0,AllTime,4.2,0.0,0,1927,0,0,24.99,176,176,27.08,0.67,0.4,0.5,True,Action-Adventure,18.575,8.504999999999999,0.0,,,0.055,0.615,0.0,,,0.0,0.4,0.0,,,3rd Party
46,Caesar III,https://www.xbox.com/en-us/games/store/Caesar-Empire-Wars-XBox/9NS76Q8J3FJV,9NS76Q8J3FJV,Xbox / PC,Yes,Active,,Sep 1998,,Strategy,No relation,E10,MilVio,,25,pix arts,False,,,pix arts,2019-12-02T06:00:22.6141319Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,1.0,0.0,0,2,0,0,4.99,10007,176,0.0,0.0,-1.0,-1.0,False,Strategy,0.0,0.0,2.94,,,0.0,0.0,0.005,,,-0.5,-0.5,0.2,,,3rd Party
47,Aliens: Fireteam Elite,https://www.xbox.com/en-us/games/store/aliens-fireteam-elite/9PG28RXDG9GQ,9PG28RXDG9GQ,Xbox / PC,Yes,Active,,Aug 2022,69,Shooter,No relation,M,"BloGor, StrLan, Vio",,22,cold iron studios,True,,,cold iron studios,2021-08-24T04:00:00.0000000Z,30Days,3.6,0.0,0,39,0,0,7Days,3.7,0.0,0,10,0,0,AllTime,3.2,0.0,0,8594,0,0,29.99,1272,176,25.64,0.12,0.4,0.5,False,Shooter,20.375,5.265000000000001,20.0,,,0.06,0.06,0.06,,,0.15000000000000002,0.25,0.2,,,3rd Party
48,Heretic + Hexen,https://www.xbox.com/en-us/games/store/heretic-hexen/9NC7NRD0CM11,9NC7NRD0CM11,Xbox / PC,Yes,Active,,Aug 2025,82,Compilation,No relation,T,"BloGor, Vio",,24,"id software, nightdive studios",True,,,bethesda softworks,2025-08-07T18:00:00.0000000Z,30Days,4.5,0.0,0,21,0,0,7Days,4.7,0.0,0,7,0,0,AllTime,4.4,0.0,0,977,0,0,14.99,176,176,33.33,0.72,0.1,0.3,True,Compilation,0.0,33.33,28.57,,,0.0,0.72,0.35,,,-0.9,1.0,-0.6,,,1st Party
49,Okie Dokie,https://www.xbox.com/en-us/games/store/Doki-Doki-Literature-Club-Plus/9MWQ4NQ5WX37,9MWQ4NQ5WX37,Xbox / PC,Yes,Active,,Jan 1996,,,No relation,M,"Blo, StrLan, Vio, SugThe",,17,team salvato,False,,,serenity forge,2021-06-30T16:00:00.0000000Z,30Days,4.9,0.0,0,82,0,0,7Days,5.0,0.0,0,23,0,0,AllTime,4.9,0.0,0,4115,0,0,14.99,10981,207,28.05,0.56,0.0,0.1,False,Other,28.05,0.0,28.05,,,0.56,0.0,0.56,,,0.0,0.0,0.0,,,3rd Party
50,Skate Boardin',https://www.xbox.com/en-us/games/store/skate-game-preview/9PHF9K5Q6ZLZ,9PHF9K5Q6ZLZ,Xbox / PC,Yes,Active,,Jul 1987,,,No relation,T,"CruHum, MilVio, Lyr",,16,full circle,False,,,electronic arts,2025-09-16T17:00:00.0000000Z,30Days,2.7,0.0,0,815,0,0,7Days,2.6,0.0,0,180,0,0,AllTime,2.9,0.0,0,13519,0,0,0.0,14087,207,22.09,1.33,-0.2,-0.3,False,Action & adventure,5.79,16.3,11.58,,,0.055,1.2750000000000001,1.33,,,-0.35,0.14999999999999997,-0.2,,,3rd Party
51,Skeleton+,https://www.xbox.com/en-us/games/store/Skeletal-Avenger/9P7QR4N2DXT6,9P7QR4N2DXT6,Xbox / PC,Yes,Active,,Jan 2003,,,No relation,T,"Vio, Blo, CruHum",,12,10tons ltd.,False,,,10tons ltd.,2021-09-29T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.4,0.0,0,74,0,0,16.99,8424,207,0.0,0.0,-4.4,-4.4,False,Action & adventure,5.79,-5.79,11.58,,,0.055,-0.055,1.33,,,-0.35,-4.050000000000001,-0.2,,,3rd Party
52,Ultimate Chicken Horse,https://www.xbox.com/en-us/games/store/Ultimate-Chicken-Horse/BNNMLWZRNQF6,BNNMLWZRNQF6,Xbox / PC,Yes,Active,,Sep 2018,80,Platformer,No relation,E,MilFanVio,,18,clever endeavour games,True,,,clever endeavour games,2017-12-15T00:00:00.0000000Z,30Days,4.1,0.0,0,42,0,0,7Days,4.5,0.0,0,13,0,0,AllTime,4.2,0.0,0,2056,0,0,14.99,2702,207,30.95,0.63,-0.1,0.3,False,Platformer,20.0,10.95,25.0,,,0.04,0.59,0.13,,,0.0,-0.1,0.0,,,3rd Party
53,Skiing,https://www.xbox.com/en-us/games/store/Ultimate-Ski-Jumping-2020/9N1J11R9SG6Z,9N1J11R9SG6Z,Xbox / PC,Yes,Active,,Jan 1980,,Sports,No relation,E,,,18,blue sunset games,False,,,blue sunset games,2020-05-08T10:00:00.0000000Z,30Days,5.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.5,0.0,0,64,0,0,9.99,16825,207,0.0,0.0,1.5,-3.5,False,Sports,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-1.9,3.4,-1.95,,,3rd Party
54,Subterranea,https://www.xbox.com/en-us/games/store/Subterrain/BQT43569VWF2,BQT43569VWF2,Xbox / PC,Yes,Active,,Jan 1983,,,No relation,M,"BloGor, Lan, Vio",,21,pixellore,False,,,pixellore,2017-01-27T00:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.1,0.0,0,154,0,0,16.99,15729,207,0.0,0.0,-3.1,-4.1,False,Action & adventure,5.79,-5.79,10.0,,,0.055,-0.055,0.055,,,-0.35,-2.75,-1.8,,,3rd Party
55,Rise of the Tomb Raider,https://www.xbox.com/en-us/games/store/Rise-of-the-Tomb-Raider/BPCN22ZVT05C,BPCN22ZVT05C,Xbox / PC,Yes,Active,,Nov 2015,86,Action-Adventure,No relation,M,"BloGor, StrLan, IntVio",,16,crystal dynamics,False,,,crystal dynamics,2015-11-10T00:00:00.0000000Z,30Days,4.6,0.0,0,62,0,0,7Days,4.5,0.0,0,20,0,0,AllTime,4.7,0.0,0,32725,0,0,0.0,3737,207,32.26,0.06,-0.1,-0.2,False,Action-Adventure,18.575,13.684999999999999,20.0,,,0.055,0.0049999999999999975,0.09,,,0.0,-0.1,-0.1,,,3rd Party
56,Call of Duty: WWII,https://www.xbox.com/en-us/games/store/Call-of-Duty-WWII/BV0NSD4NN4V4,BV0NSD4NN4V4,Xbox / PC,None,Active,,Nov 2017,79,Shooter,No relation,M,"BloGor, StrLan, IntVio",,20,sledgehammer games,False,,,activision,2017-11-03T00:00:00.0000000Z,30Days,4.7,0.0,0,159,0,0,7Days,4.6,0.0,0,49,0,0,AllTime,3.2,0.0,0,20372,0,0,0.0,3006,237,30.82,0.24,1.5,1.4,False,Shooter,20.375,10.445,20.0,,,0.06,0.18,0.06,,,0.15000000000000002,1.35,0.2,,,1st Party
57,Crash Bandicoot 4: It's About Time,https://www.xbox.com/en-us/games/store/Crash-Bandicoot-4-Its-About-Time/9PMXPQ307Z5P,9PMXPQ307Z5P,Xbox / PC,None,Active,,Oct 2020,85,Plaformer,No relation,E10,"ComMis, AlcRef, Lan, CarVio",,17,,True,,,activision,2020-10-02T01:00:00.0000000Z,30Days,4.0,0.0,0,6,0,0,7Days,3.5,0.0,0,2,0,0,AllTime,4.2,0.0,0,1138,0,0,59.99,1941,237,33.33,0.18,-0.2,-0.7,False,Plaformer,33.33,0.0,33.33,,,0.18,0.0,0.18,,,-0.2,0.0,-0.2,,,1st Party
58,Spray Paint Simulator,https://www.xbox.com/en-us/games/store/spray-paint-simulator/9NDKXPQBBNJN,9NDKXPQBBNJN,Xbox / PC,Yes,Active,,May 2025,78,Simulation,Exclusive,E,,,20,north star video games,True,,,whitethorn games,2025-05-29T14:00:00.0000000Z,30Days,3.0,0.0,0,22,0,0,7Days,2.8,0.0,0,5,0,0,AllTime,2.6,0.0,0,1345,0,0,14.99,268,268,22.73,0.37,0.4,0.2,True,Simulation,16.67,6.059999999999999,20.98,,,0.04,0.33,0.08,,,-0.1,0.5,0.25,,,3rd Party
59,Tom Clancy's The Division 2,https://www.xbox.com/en-us/games/store/Tom-Clancys-The-Division-2/BVQ3V30ZXVT5,BVQ3V30ZXVT5,Xbox / PC,Yes,Active,,Mar 2019,82,Shooter,No relation,M,"Blo, DruRef, StrLan, IntVio",,13,massive entertainment,True,,,ubisoft,2019-03-15T00:00:00.0000000Z,30Days,3.6,0.0,0,86,0,0,7Days,3.1,0.0,0,17,0,0,AllTime,3.5,0.0,0,11611,0,0,29.99,2521,268,19.77,0.15,0.1,-0.4,False,Shooter,20.375,-0.6050000000000004,20.0,,,0.06,0.09,0.06,,,0.15000000000000002,-0.05000000000000002,0.2,,,3rd Party
60,Activision Prototype #1,https://www.xbox.com/en-us/games/store/PROTOTYPE/BTB6374NZGV3,BTB6374NZGV3,Xbox / PC,Yes,Active,,Jan 1983,,,No relation,M,"BloGor, IntVio, StrLan",,18,radical entertainment and funlabs,False,,,activision,2015-08-12T00:00:00.0000000Z,30Days,3.4,0.0,0,15,0,0,7Days,3.7,0.0,0,3,0,0,AllTime,3.9,0.0,0,2635,0,0,29.99,15729,268,20.0,0.11,-0.5,-0.2,False,Action & adventure,5.79,14.21,10.0,,,0.055,0.055,0.055,,,-0.35,-0.15000000000000002,-1.8,,,1st Party
61,Bridge,https://www.xbox.com/en-us/games/store/bridge-race/9NFGR7284HXC,9NFGR7284HXC,Xbox / PC,Yes,Active,,Dec 1980,,,No relation,E,,,22,qubicgames,False,,,qubicgames s.a.,2025-05-30T04:00:00.0000000Z,30Days,5.0,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.8,0.0,0,41,0,0,4.99,16490,268,0.0,0.0,1.2,-3.8,False,Action & adventure,5.79,-5.79,0.0,,,0.055,-0.055,0.0,,,-0.35,1.5499999999999998,1.2,,,3rd Party
62,Checkers,https://www.xbox.com/en-us/games/store/Checkers-for-Kids/9N83WWN31GFP,9N83WWN31GFP,Xbox / PC,Yes,Active,,Jul 1980,,,No relation,E,,,23,marionette games,False,,,prison games,2021-08-20T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.6,0.0,0,15,0,0,8.99,16643,268,0.0,0.0,-3.6,-3.6,False,Educational,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-3.45,-0.1499999999999999,-3.45,,,3rd Party
63,Demon Attack,https://www.xbox.com/en-us/games/store/Demon-Slayer-Kimetsu-no-Yaiba-The-Hinokami-Chronicles/9NVH4XG38T95,9NVH4XG38T95,Xbox / PC,Yes,Active,,Apr 1988,,Shooter,No relation,T,"BloGor, Vio, Lan",,15,"cyberconnect2 co., ltd.",False,,,sega,9998-12-30T00:00:00.0000000Z,30Days,4.3,0.0,0,20,0,0,7Days,4.9,0.0,0,7,0,0,AllTime,4.3,0.0,0,3397,0,0,0.0,13812,268,35.0,0.21,0.0,0.6,False,Shooter,20.375,14.625,28.57,,,0.06,0.15,0.12,,,0.15000000000000002,-0.15000000000000002,0.2,,,3rd Party
64,Dragster,https://www.xbox.com/en-us/games/store/Drag-Pack/BXTVK4CFXZZT,BXTVK4CFXZZT,Xbox / PC,Yes,Active,,Jul 1980,,Racing,No relation,E,,,5,codemasters racing,False,,,electronic arts,2014-10-14T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.4,0.0,0,8,0,0,0.0,16643,268,0.0,0.0,-4.4,-4.4,False,Racing,16.67,-16.67,14.29,,,0.02,-0.02,0.0,,,-0.3,-4.1000000000000005,-0.7,,,3rd Party
65,Enduro,https://www.xbox.com/en-us/games/store/World-Enduro-Rally/9NRN0G8KJPSL,9NRN0G8KJPSL,Xbox / PC,Yes,Active,,Feb 1983,,Racing,No relation,E,,,33,graphicdna,False,,,graphicdna,2019-02-01T00:00:00.0000000Z,30Days,1.0,0.0,0,1,0,0,7Days,1.0,0.0,0,1,0,0,AllTime,3.3,0.0,0,252,0,0,0.99,15698,268,100.0,0.4,-2.3,-2.3,False,Racing,16.67,83.33,14.29,,,0.02,0.38,0.0,,,-0.3,-1.9999999999999998,-0.7,,,3rd Party
66,MechWarrior,https://www.xbox.com/en-us/games/store/MechWarrior-5-Mercenaries/9PB86W3JK8Z5,9PB86W3JK8Z5,Xbox / PC,Yes,Active,,Dec 1989,,Shooter,No relation,T,,,25,piranha games inc.,True,,,piranha games inc.,2021-05-27T00:00:00.0000000Z,30Days,3.8,0.0,0,19,0,0,7Days,3.7,0.0,0,6,0,0,AllTime,3.3,0.0,0,4921,0,0,29.99,13203,268,31.58,0.12,0.5,0.4,False,Shooter,20.375,11.204999999999998,28.57,,,0.06,0.06,0.12,,,0.15000000000000002,0.35,0.2,,,3rd Party
67,Megamania,https://www.xbox.com/en-us/games/store/Mega-Man-Legacy-Collection/C38Z8L4RHSHS,C38Z8L4RHSHS,Xbox / PC,Yes,Active,,Apr 1982,,Shooter,No relation,E,MilCarVio,,16,digital eclipse,False,,,capcom,2015-08-25T00:00:00.0000000Z,30Days,5.0,0.0,0,7,0,0,7Days,5.0,0.0,0,5,0,0,AllTime,4.4,0.0,0,3146,0,0,14.99,16004,268,71.43,0.16,0.6,0.6,False,Shooter,20.375,51.05500000000001,12.5,,,0.06,0.1,0.08,,,0.15000000000000002,0.44999999999999996,-1.5,,,3rd Party
68,Police Quest,https://www.xbox.com/en-us/games/store/Police-Stories/9PN42GDJ8XFG,9PN42GDJ8XFG,Xbox / PC,Yes,Active,,Jan 1987,,Adventure,No relation,T,"Blo, DruRef, Lan, UseTob, Vio",,16,mighty morgan,False,,,hypetrain digital,2021-07-09T00:00:00.0000000Z,30Days,5.0,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.2,0.0,0,274,0,0,14.99,14268,268,0.0,0.0,0.8,-4.2,False,Adventure,13.64,-13.64,12.375,,,0.02,-0.02,0.025,,,0.0,0.8,-0.05,,,3rd Party
69,Robot Tank,https://www.xbox.com/en-us/games/store/Tanks-Bundle/9MV1S60RTR0R,9MV1S60RTR0R,Xbox / PC,Yes,Active,,Mar 1983,,Shooter,No relation,E,MilFanVio,,17,epixr games,False,,,epixr games,2021-06-10T18:42:09.9110617Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,5.0,0.0,0,1,0,0,14.99,15670,268,0.0,0.0,-5.0,-5.0,False,Shooter,20.375,-20.375,12.5,,,0.06,-0.06,0.08,,,0.15000000000000002,-5.15,-1.5,,,3rd Party
70,Sky Jinks,https://www.xbox.com/en-us/games/store/Skylanders-Imaginators/BNQMNDKFH3Z6,BNQMNDKFH3Z6,Xbox / PC,Yes,Active,,Nov 1982,,Shooter,No relation,E10,"CarVio, ComMis",,25,toys for bob,False,,,activision,2016-10-16T00:00:00.0000000Z,30Days,0.0,0.0,0,0,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,4.1,0.0,0,610,0,0,0.0,15790,268,0.0,0.0,-4.1,-4.1,False,Shooter,20.375,-20.375,0.0,,,0.06,-0.06,0.0,,,0.15000000000000002,-4.25,-2.4,,,1st Party
71,Warhammer: Vermintide 2,https://www.xbox.com/en-us/games/store/Warhammer-Vermintide-2/BXZWT67JBZJH,BXZWT67JBZJH,Xbox,Yes,Active,,Mar 2018,83,Action / First-Person Shooter,Optimized,M,"BloGor, IntVio",,17,fatshark,True,,,fatshark,2018-07-11T00:00:00.0000000Z,30Days,3.6,0.0,0,17,0,0,7Days,1.5,0.0,0,2,0,0,AllTime,3.7,0.0,0,3175,0,0,29.99,2886,268,11.76,0.06,-0.1,-2.2,False,Action / First-Person Shooter,15.48,-3.7200000000000006,16.67,,,0.12,-0.06,0.18,,,0.30000000000000004,-0.4,0.4,,,3rd Party
72,Towerborne (Game Preview),https://www.xbox.com/en-us/games/store/towerborne-game-preview/9P7TLX79S7N7,9P7TLX79S7N7,Xbox / PC,Yes,Active,,Apr 2025,,Beat-'Em-Up ,Exclusive,T,"FanVio, MilBlo",,30,stoic,False,,,xbox game studios,2025-04-29T00:00:00.0000000Z,30Days,2.6,0.0,0,7,0,0,7Days,2.7,0.0,0,3,0,0,AllTime,3.3,0.0,0,1448,0,0,0.0,298,298,42.86,0.21,-0.7,-0.6,True,Beat-'Em-Up ,37.22,5.640000000000001,37.22,,,0.27,-0.060000000000000026,0.27,,,0.050000000000000044,-0.75,0.050000000000000044,,,2nd Party
73,Crime Scene Cleaner,https://www.xbox.com/en-us/games/store/crime-scene-cleaner/9NGZ1M3N98P2,9NGZ1M3N98P2,Xbox / PC,Yes,Active,,Aug 2024,77,Simulation,Exclusive,M,"Vio, BloGor, DruRef, StrLan",,22,president studio s.a.,True,,,playway,2025-04-17T07:00:00.0000000Z,30Days,4.4,0.0,0,124,0,0,7Days,4.3,0.0,0,40,0,0,AllTime,4.6,0.0,0,5470,0,0,24.99,541,298,32.26,0.73,-0.2,-0.3,False,Simulation,16.67,15.589999999999996,32.26,,,0.04,0.69,0.1,,,-0.1,-0.1,-0.2,,,3rd Party
74,Diablo III: Reaper of Souls - Ultimate Evil Edition,https://www.xbox.com/en-us/games/store/Diablo-III-Reaper-of-Souls-Ultimate-Evil-Edition/C2R5R5P2DF3C,C2R5R5P2DF3C,Xbox / PC,None,Active,,Aug 2014,90,RPG,No relation,M,"BloGor, ParNud, Vio",,9,blizzard,False,,,blizzard,2014-08-19T00:00:00.0000000Z,30Days,4.2,0.0,0,29,0,0,7Days,4.7,0.0,0,3,0,0,AllTime,4.6,0.0,0,22347,0,0,0.0,4194,298,10.34,0.01,-0.4,0.1,False,RPG,11.11,-0.7699999999999996,27.725,,,0.02,-0.01,0.135,,,-0.2,-0.2,-0.05,,,1st Party
75,Blizzard Arcade Collection,https://www.xbox.com/en-us/games/store/Blizzard-Arcade-Collection/9NZP7NKR2QWG,9NZP7NKR2QWG,Xbox / PC,Yes,Active,,Feb 2021,75,Compilation,No relation,T,"FanVio, UseTob, Blo, Lan",,26,blizzard,True,,,blizzard,2021-02-20T00:00:00.0000000Z,30Days,2.4,0.0,0,7,0,0,7Days,2.5,0.0,0,2,0,0,AllTime,3.0,0.0,0,575,0,0,19.99,1818,329,28.57,0.35,-0.6,-0.5,False,Compilation,0.0,28.57,28.57,,,0.0,0.35,0.35,,,-0.9,0.30000000000000004,-0.6,,,1st Party
76,Enter the Gungeon,https://www.xbox.com/en-us/games/store/Enter-The-Gungeon/9NB65S6LFZRT,9NB65S6LFZRT,Xbox / PC,Touch Controls,Active,,Apr 2016,85,Action-Adventure,No relation,E10+,"Fantasy Violence, Use of Tobacco, Blood, Mild Language",,33,dodge roll,True,,,devolver digital,2017-04-05T04:00:00.0000000Z,30Days,3.7,0.0,0,12,0,0,7Days,4.2,0.0,0,4,0,0,AllTime,4.3,0.0,0,3900,0,0,14.99,3585,329,33.33,0.1,-0.6,-0.1,False,Action-Adventure,18.575,14.754999999999999,33.33,,,0.055,0.045000000000000005,0.1,,,0.0,-0.6,-0.6,,,3rd Party
77,Monster Train,https://www.xbox.com/en-us/games/store/Monster-Train/9NP4BGBLLLXM,9NP4BGBLLLXM,Xbox / PC,Touch Controls,Active,,May 2020,85,Strategy,No relation,E,Mild Fantasy Violence,,28,shiny shoe,True,,,good shepherd entertainment,2020-12-17T00:00:00.0000000Z,30Days,4.0,0.0,0,5,0,0,7Days,5.0,0.0,0,2,0,0,AllTime,4.3,0.0,0,2030,0,0,24.99,2094,329,40.0,0.1,-0.3,0.7,False,Strategy,0.0,40.0,20.0,,,0.0,0.1,0.05,,,-0.5,0.2,-1.5499999999999998,,,3rd Party
78,Watch Dogs: Legion,https://www.xbox.com/en-us/games/store/watch-dogs-legion-ultimate-edition/9PBTMJ6PW9MK,9PBTMJ6PW9MK,Xbox / PC,Yes,Active,,Oct 2020,76,Action-Adventure,No relation,M,"UseAlc, BloGor, SexThe, DruRef, StrLan, IntVio",,14,ubisoft toronto,True,,,ubisoft,2020-10-29T00:00:00.0000000Z,30Days,3.0,0.0,0,2,0,0,7Days,0.0,0.0,0,0,0,0,AllTime,3.6,0.0,0,249,0,0,119.99,1941,357,0.0,0.0,-0.6,-3.6,False,Action-Adventure,18.575,-18.575,20.0,,,0.055,-0.055,0.09,,,0.0,-0.6,-0.1,,,3rd Party
79,Kingdom: Two Crowns,https://www.xbox.com/en-us/games/store/Kingdom-Two-Crowns/BWT2GPVWCH2F,BWT2GPVWCH2F,Xbox / PC,Yes,Active,,Dec 2018,84,Strategy,No relation,E10,FanVio,,25,"stumpy🐙squid, fury studios, coatsink",True,,,raw fury,2018-12-11T00:00:00.0000000Z,30Days,3.0,0.0,0,19,0,0,7Days,2.9,0.0,0,7,0,0,AllTime,3.8,0.0,0,2573,0,0,19.99,2611,357,36.84,0.27,-0.8,-0.9,False,Strategy,0.0,36.84,2.94,,,0.0,0.27,0.005,,,-0.5,-0.30000000000000004,0.2,,,3rd Party
80,Shady Part of Me,https://www.xbox.com/en-us/games/store/Shady-Part-of-Me/9N9GTTGWZR90,9N9GTTGWZR90,Xbox / PC,Yes,Active,,Dec 2020,78,Action-Adventure,No relation,E,MilFanVio,,13,douze dixièmes,True,,,focus entertainment,2020-12-10T23:00:00.0000000Z,30Days,4.7,0.0,0,15,0,0,7Days,4.8,0.0,0,5,0,0,AllTime,4.4,0.0,0,955,0,0,14.99,1880,388,33.33,0.52,0.3,0.4,False,Action-Adventure,18.575,14.754999999999999,27.33,,,0.055,0.465,0.35,,,0.0,0.3,0.3,,,3rd Party
81,Ninja Gaiden II: Black,https://www.xbox.com/en-us/games/store/NINJA-GAIDEN-II/BSCSRTX27ZH3,BSCSRTX27ZH3,Xbox / PC,Yes,Active,,Jan 2025,80,Action-Adventure,No relation,M,"BloGor, IntVio, ParNud, SugThe",,10,"tecmo, co. ltd. / team ninja",False,,,tecmo,2009-07-29T00:00:00.0000000Z,30Days,4.6,0.0,0,9,0,0,7Days,5.0,0.0,0,2,0,0,AllTime,4.6,0.0,0,1322,0,0,29.99,388,388,22.22,0.15,0.0,0.4,True,Action-Adventure,18.575,3.6449999999999996,20.0,,,0.055,0.095,0.09,,,0.0,0.0,-0.1,,,3rd Party
82,Crash Team Racing: Nitro-Fueled,https://www.xbox.com/en-us/games/store/Crash-Team-Racing-Nitro-Fueled/BQRB60PW2SDL,BQRB60PW2SDL,Xbox,None,Active,,Jun 2019,83,Racing,No relation,E10,"ComMis, CarVio",,12,beenox,True,,,activision,2019-06-21T00:00:00.0000000Z,30Days,4.5,0.0,0,26,0,0,7Days,4.0,0.0,0,4,0,0,AllTime,3.5,0.0,0,3176,0,0,39.99,2429,419,15.38,0.13,1.0,0.5,False,Racing,16.67,-1.290000000000001,26.665,,,0.02,0.11,0.13,,,-0.3,1.3,0.2,,,1st Party
83,Ashen,https://www.xbox.com/en-us/games/store/Ashen/BNXLPPCVS0HN,BNXLPPCVS0HN,Xbox / PC,None,Active,,Dec 2018,78,Action / RPG / Action-Adventure,No relation,T,"Blo, Vio",,21,a44,True,,,annapurna interactive,2018-12-07T00:00:00.0000000Z,30Days,2.6,0.0,0,20,0,0,7Days,2.5,0.0,0,8,0,0,AllTime,3.6,0.0,0,3733,0,0,39.99,2611,480,40.0,0.21,-1.0,-1.1,False,Action / RPG / Action-Adventure,30.43,9.57,33.515,,,0.19,0.01999999999999999,0.16499999999999998,,,0.0,-1.0,-0.5,,,3rd Party
84,Donut County,https://www.xbox.com/en-us/games/store/Donut-County/9N6V2181GHLM,9N6V2181GHLM,Xbox / PC,Touch Controls,Active,,Aug 2018,82,Action,No relation,E,"Mild Fantasy Violence, Comic Mischief",,18,ben esposito,False,,,annapurna interactive,2018-12-18T00:00:00.0000000Z,30Days,2.0,0.0,0,1,0,0,7Days,2.0,0.0,0,1,0,0,AllTime,4.3,0.0,0,6720,0,0,12.99,2733,480,100.0,0.01,-2.3,-2.3,False,Action,13.64,86.36,0.0,,,0.02,-0.01,0.0,,,0.0,-2.3,0.0,,,3rd Party
85,Mad Streets,https://www.xbox.com/en-us/games/store/Mad-Streets/9PFFBT24PBM0,9PFFBT24PBM0,Xbox / PC,Yes,Active,,Aug 2021,55,Beat-'Em-Up ,No relation,T,Vio,,18,craftshop arts inc.,True,,,craftshop arts inc.,2021-08-27T04:00:00.0000000Z,30Days,3.1,0.0,0,19,0,0,7Days,2.8,0.0,0,6,0,0,AllTime,2.3,0.0,0,1843,0,0,14.99,1637,480,31.58,0.33,0.8,0.5,False,Beat-'Em-Up ,37.22,-5.640000000000001,37.22,,,0.27,0.06,0.27,,,0.050000000000000044,0.75,0.050000000000000044,,,3rd Party
